word_1	word_2	biword	frequency
hand.grass	PROG	hand.grass|PROG	1
ITER	gamble	ITER|gamble	1
around	do.to	around|do.to	1
suddenly	know	suddenly|know	1
around	relating.to	around|relating.to	2
relating.to	be.so[3sbj.stv]	relating.to|be.so[3sbj.stv]	1
PROG	spear<nmlz.p>.	PROG|spear<nmlz.p>.	1
not.much	come.in	not.much|come.in	1
EMPH	salmon.	EMPH|salmon.	1
up.river	INCH	up.river|INCH	1
five	PROG	five|PROG	7
suddenly	be.so.many	suddenly|be.so.many	1
white.man	PL	white.man|PL	1
PL	be.hoggish	PL|be.hoggish	1
SUB.	PROG	SUB.|PROG	1
cl.longish.object	around	cl.longish.object|around	1
INCH	chase	INCH|chase	1
indian	AUG	indian|AUG	1
3SBJ.DEF	FUT	3SBJ.DEF|FUT	1
FUT	first	FUT|first	1
first	catch	first|catch	1
PL	for.nothing	PL|for.nothing	1
for.nothing	get.agitated	for.nothing|get.agitated	1
EMPH	DEF	EMPH|DEF	7
PROG	SER	PROG|SER	2
orphan.	PROG	orphan.|PROG	1
here.and.there	go.about	here.and.there|go.about	1
salmon	ITER	salmon|ITER	1
back.bone	PROG	back.bone|PROG	1
3SBJ<NMLZ.P>STV	PROG	3SBJ<NMLZ.P>STV|PROG	1
ITER	hitch.up	ITER|hitch.up	1
INCH	scorch	INCH|scorch	2
very	be.so[3sbj]	very|be.so[3sbj]	1
PROG	find	PROG|find	1
3SBJ<NMLZ.P>INDF.	INCH	3SBJ<NMLZ.P>INDF.|INCH	2
stick	PST	stick|PST	1
EMPH	finally	EMPH|finally	1
later	EMPH	later|EMPH	1
go.to	go.to	go.to|go.to	1
go.to	come.in.to.load.up	go.to|come.in.to.load.up	1
up.river.	PROG	up.river.|PROG	1
all	food	all|food	2
mule	PROG	mule|PROG	1
PL	around	PL|around	1
PL	down	PL|down	2
EMPH	all.kinds.	EMPH|all.kinds.	1
3SBJ<NMLZ.P>PASS	PROG	3SBJ<NMLZ.P>PASS|PROG	1
for.nothing	tell<th.pass>	for.nothing|tell<th.pass>	1
DUB	3NEG	DUB|3NEG	1
all.kinds	PROG	all.kinds|PROG	1
PROG	stop	PROG|stop	1
up.river	around	up.river|around	1
all.the.way.to	be.in<nmlz.p>woods	all.the.way.to|be.in<nmlz.p>woods	1
around	down	around|down	2
used.to	PROG	used.to|PROG	1
PROG	pick[3obj]	PROG|pick[3obj]	1
yet	DEF	yet|DEF	2
DEF	then	DEF|then	2
then	be.young.man	then|be.young.man	1
all.the.way.to	strawberries	all.the.way.to|strawberries	1
year	INCH	year|INCH	1
INCH	get.warm	INCH|get.warm	1
go.to	pick[3obj]	go.to|pick[3obj]	1
go.to	REP	go.to|REP	1
REP	haul.down	REP|haul.down	1
strawberries	PROG	strawberries|PROG	1
1PL	EMPH	1PL|EMPH	1
SER	PROG	SER|PROG	1
not.much	relating.to	not.much|relating.to	2
relating.to	see	relating.to|see	3
go.to	for.nothing	go.to|for.nothing	1
for.nothing	dwell<1sbj>	for.nothing|dwell<1sbj>	1
NEG.EMPH	relating.to	NEG.EMPH|relating.to	1
SER	ITER	SER|ITER	1
very	work[1sbj]	very|work[1sbj]	1
think[1sbj]	PROG	think[1sbj]|PROG	1
ITER	work[1sbj].	ITER|work[1sbj].	1
work[1sbj].	already	work[1sbj].|already	1
very	be.old[1sbj]	very|be.old[1sbj]	1
for.nothing	SER	for.nothing|SER	1
SER	around	SER|around	1
around	work[1sbj]	around|work[1sbj]	1
3NEG	so	3NEG|so	1
be.four	CESS	be.four|CESS	1
CESS	place	CESS|place	1
weed.	CESS	weed.|CESS	1
CESS	all.the.way.to	CESS|all.the.way.to	1
SER	then	SER|then	1
then	already	then|already	1
3SBJ.INDF	all	3SBJ.INDF|all	1
all	throw<pass>away[nmlz]	all|throw<pass>away[nmlz]	2
not.much	buy	not.much|buy	1
resemble[3sbj.stv]	EMPH	resemble[3sbj.stv]|EMPH	1
for.nothing	all	for.nothing|all	1
INCH	EMPH	INCH|EMPH	1
EMPH	show.so[3sbj.stv]	EMPH|show.so[3sbj.stv]	1
1SBJ	yet	1SBJ|yet	1
yet	1NEG	yet|1NEG	1
PROG	food	PROG|food	1
PROG	buy	PROG|buy	1
fruit	PROG	fruit|PROG	1
PROG	cook[1sbj]	PROG|cook[1sbj]	1
only	3NEG	only|3NEG	1
cook[1sbj].	INCH	cook[1sbj].|INCH	1
be.so[3sbj.stv]	EMPH	be.so[3sbj.stv]|EMPH	1
peaches	very	peaches|very	1
not.much	be.large	not.much|be.large	3
PROG	indian.doctor	PROG|indian.doctor	1
PFV	believe.in	PFV|believe.in	1
NEG[1SBJ]	PROG	NEG[1SBJ]|PROG	1
PROG	indian.doctor.	PROG|indian.doctor.	2
NMLZ.INF	very	NMLZ.INF|very	1
very	be.sick[1sbj].	very|be.sick[1sbj].	1
be.sick[1sbj].	PROG	be.sick[1sbj].|PROG	1
PFV	send.for	PFV|send.for	1
in.vain	think[1sbj]	in.vain|think[1sbj]	1
all.the.way.to	1POSS	all.the.way.to|1POSS	1
dan.prince	INCH	dan.prince|INCH	1
table.bluff.rancheria	go.to	table.bluff.rancheria|go.to	1
indian.doctor.	PST	indian.doctor.|PST	1
FUT	come[1sbj].	FUT|come[1sbj].	1
NMLZ.INF	EMPH	NMLZ.INF|EMPH	1
INCH	show.so[3sbj.stv]	INCH|show.so[3sbj.stv]	2
INCH	start.to.suck[1sbj]	INCH|start.to.suck[1sbj]	1
hand	PST	hand|PST	1
PST	give.to	PST|give.to	1
INCH	suck	INCH|suck	1
all.the.way.to	DEM	all.the.way.to|DEM	1
CESS	face	CESS|face	1
cross	TH<TH.IMPL>SUB	cross|TH<TH.IMPL>SUB	1
water	in.vain	water|in.vain	1
TH.IMPL[NMLZ]	in.vain	TH.IMPL[NMLZ]|in.vain	1
NMLZ.INF	all.the.way.to	NMLZ.INF|all.the.way.to	2
3POSS	then	3POSS|then	1
INCH	function	INCH|function	1
INCH	vomit	INCH|vomit	2
all.the.way.to	then	all.the.way.to|then	4
NMLZ.A.	INCH	NMLZ.A.|INCH	1
IMP.	ITER	IMP.|ITER	1
from.behind	feed	from.behind|feed	1
angelica.root	PST	angelica.root|PST	1
PST	cook[3sbj.pass].	PST|cook[3sbj.pass].	1
1SBJ	INCH	1SBJ|INCH	2
INCH	breathe	INCH|breathe	1
INCH	straight	INCH|straight	1
door.	in.vain	door.|in.vain	1
3OBJ	3NEG	3OBJ|3NEG	1
INST.IMPL	ITER	INST.IMPL|ITER	1
INCH	go<th.imp>	INCH|go<th.imp>	1
CESS	by<th.imp>hand	CESS|by<th.imp>hand	2
2SBJ.SBJV[NMLZ]	EMPH	2SBJ.SBJV[NMLZ]|EMPH	1
IMP.	PST	IMP.|PST	1
used.to	around	used.to|around	1
around	go.along.with	around|go.along.with	2
go.to	catch	go.to|catch	1
gill.net	PROG	gill.net|PROG	1
then	drop	then|drop	1
salmon.	PROG	salmon.|PROG	1
south.	PROG	south.|PROG	1
sometimes	PROG	sometimes|PROG	5
not.much	see	not.much|see	8
then	catch.many	then|catch.many	1
contrary.to.usual	EMPH	contrary.to.usual|EMPH	1
not.much	kill	not.much|kill	2
PROG	use.gill.net	PROG|use.gill.net	1
INCH	drop	INCH|drop	2
gill.net.	ITER	gill.net.|ITER	1
go.to	DEF	go.to|DEF	1
ITER	pull.up	ITER|pull.up	1
suddenly	be.three	suddenly|be.three	1
suddenly	be.many	suddenly|be.many	1
very	be.swift.current	very|be.swift.current	1
really	3NEG	really|3NEG	1
3NEG	enough	3NEG|enough	1
enough	happen.so[3sbj.stv]	enough|happen.so[3sbj.stv]	1
INCH	pull.up	INCH|pull.up	2
INCH	be.inside[3sbj.stv]	INCH|be.inside[3sbj.stv]	1
up.river	all.the.way.to	up.river|all.the.way.to	1
ITER	drop	ITER|drop	1
EMPH	go.to	EMPH|go.to	1
CESS	use.gill.net	CESS|use.gill.net	1
INCH	be.large	INCH|be.large	2
suddenly	catch.many	suddenly|catch.many	2
SER	1NEG	SER|1NEG	1
brag[1sbj]	PROG	brag[1sbj]|PROG	1
eels	PROG	eels|PROG	1
go.to	hook	go.to|hook	1
NMLZ.P	around	NMLZ.P|around	1
1SBJ.STV.SBJV	INCH	1SBJ.STV.SBJV|INCH	1
3SBJ<NMLZ.P>STV.	PROG	3SBJ<NMLZ.P>STV.|PROG	1
no	NEG.EMPH	no|NEG.EMPH	1
used.to	3NEG	used.to|3NEG	1
PROG	own[1sbj]	PROG|own[1sbj]	1
be.so.many	PROB	be.so.many|PROB	1
PROB	hook	PROB|hook	1
nice	PROG	nice|PROG	2
redwood	PROG	redwood|PROG	3
INCH	seek	INCH|seek	1
redwood.	PROG	redwood.|PROG	1
PL	bundle	PL|bundle	1
3SBJ<NMLZ.P>IMPL.	NEG.EMPH	3SBJ<NMLZ.P>IMPL.|NEG.EMPH	1
NMLZ.INST	PROG	NMLZ.INST|PROG	1
3POSS	initially	3POSS|initially	1
initially	come	initially|come	1
PROG	bring	PROG|bring	2
eels	already	eels|already	2
INCH	come.in	INCH|come.in	2
suddenly	3NEG	suddenly|3NEG	1
3NEG	see	3NEG|see	1
up.river	PROG	up.river|PROG	1
PL	up.river	PL|up.river	1
eels.	PROG	eels.|PROG	2
PROG	catch.many	PROG|catch.many	4
PROG	all.burn.up.pass	PROG|all.burn.up.pass	1
another.kind	PST	another.kind|PST	1
all.the.way.to	NEG.EMPH	all.the.way.to|NEG.EMPH	1
NEG.EMPH	cut	NEG.EMPH|cut	1
INCH	dry	INCH|dry	3
EMPH	good	EMPH|good	1
INCH	rain	INCH|rain	4
wherever	EMPH	wherever|EMPH	2
INCH	strike	INCH|strike	1
suddenly	be.two	suddenly|be.two	1
EMPH	trout	EMPH|trout	1
trout	PROG	trout|PROG	1
suddenly	kill	suddenly|kill	1
PROG	be.half.full	PROG|be.half.full	1
at.last	noon.time	at.last|noon.time	1
PROG	strick	PROG|strick	1
PROG	strike	PROG|strike	1
PROG	enough	PROG|enough	1
enough	kill	enough|kill	1
salmon.trout	some	salmon.trout|some	1
some	trout	some|trout	1
enough	already	enough|already	1
enough	catch	enough|catch	2
PROG	ask	PROG|ask	1
surf.fish.	PROG	surf.fish.|PROG	3
sea.gull	INCH	sea.gull|INCH	1
INCH	drop.down	INCH|drop.down	1
INCH	come.up	INCH|come.up	1
PROG	watch	PROG|watch	1
NMLZ.INST	INCH	NMLZ.INST|INCH	1
very	be<th.stv.3sbj>heavy	very|be<th.stv.3sbj>heavy	1
not.much	be.heavy	not.much|be.heavy	1
3SBJ<TH.NEG>STV	NEG.EMPH	3SBJ<TH.NEG>STV|NEG.EMPH	1
be.many-catch<th.neg>[3sbj].	PROG	be.many-catch<th.neg>[3sbj].|PROG	1
PROG	be.a.while	PROG|be.a.while	1
then	enough	then|enough	2
3SBJ.IMPL.	CESS	3SBJ.IMPL.|CESS	1
3SBJ.INDF	NEG.EMPH	3SBJ.INDF|NEG.EMPH	1
NEG.EMPH	wash	NEG.EMPH|wash	1
3SBJ<TH.IMPL>IMPL	PROB	3SBJ<TH.IMPL>IMPL|PROB	1
INCH	pour.out	INCH|pour.out	2
INCH	lay.in.row	INCH|lay.in.row	1
INCH	dry<nmlz.p>.	INCH|dry<nmlz.p>.	1
also	some	also|some	1
some	INCH	some|INCH	1
DUB	INCH	DUB|INCH	3
now	very	now|very	1
very	work.much	very|work.much	1
relating.to	work<nmlz.p>	relating.to|work<nmlz.p>	1
PL	turn.over	PL|turn.over	2
ITER	nicely	ITER|nicely	1
ITER	be.smooth	ITER|be.smooth	1
INCH	dig<nmlz.p>	INCH|dig<nmlz.p>	1
dig<nmlz.p>	INCH	dig<nmlz.p>|INCH	1
3SBJ<NMLZ.P>IMPL.	3NEG	3SBJ<NMLZ.P>IMPL.|3NEG	1
white.man	yet	white.man|yet	1
INCH	tide.go.out	INCH|tide.go.out	2
sand	very	sand|very	1
INCH	dig<nmlz.p>.	INCH|dig<nmlz.p>.	1
here.and.there	strike	here.and.there|strike	1
soft.spot.	INCH	soft.spot.|INCH	1
INCH	pull<nmlz.p>out.	INCH|pull<nmlz.p>out.	1
also	PROG	also|PROG	3
some	prop.up.pass	some|prop.up.pass	1
3SBJ.IMPL.	some	3SBJ.IMPL.|some	1
some	washington.rough	some|washington.rough	1
some	clams	some|clams	1
clams	some	clams|some	1
some	quahogs	some|quahogs	1
PROG	be.so.many	PROG|be.so.many	2
not.much	gather	not.much|gather	1
all.the.way.to	pismo.clams	all.the.way.to|pismo.clams	2
then	DEM	then|DEM	1
pismo.clams	PROG	pismo.clams|PROG	1
then	catch	then|catch	1
PL	dig<nmlz.p>…	PL|dig<nmlz.p>…	1
INCH	gather	INCH|gather	3
sand	go.to	sand|go.to	1
3SBJ.IMPL	INCH	3SBJ.IMPL|INCH	4
sand	INCH	sand|INCH	1
by.water<nmlz.p>	PROG	by.water<nmlz.p>|PROG	1
PROG	first	PROG|first	10
first	INCH	first|INCH	6
very	dry	very|dry	1
sand.	suddenly	sand.|suddenly	1
seaweed	PROG	seaweed|PROG	1
3SBJ.STV[NMLZ].	PROG	3SBJ.STV[NMLZ].|PROG	1
all	row	all|row	1
very	make.large	very|make.large	1
nicely	already	nicely|already	1
very	cook[3sbj.pass]	very|cook[3sbj.pass]	1
NEG.EMPH	boil	NEG.EMPH|boil	1
set.snares[3sbj]	INCH	set.snares[3sbj]|INCH	1
INCH	set	INCH|set	1
NMLZ.P.	around	NMLZ.P.|around	2
PROG	fasten	PROG|fasten	1
INCH	poke	INCH|poke	2
PROG	poke	PROG|poke	1
PL	set	PL|set	1
think[nmlz]	EMPH	think[nmlz]|EMPH	6
EMPH	cottontail.rabbit	EMPH|cottontail.rabbit	1
PL	run	PL|run	1
cottontail.rabbit	PROG	cottontail.rabbit|PROG	1
PROG	be.half.basketful	PROG|be.half.basketful	1
3SBJ<TH.IMPL>IMPL.	then	3SBJ<TH.IMPL>IMPL.|then	1
then	carefully	then|carefully	1
carefully	ITER	carefully|ITER	1
ITER	use	ITER|use	1
whenever	EMPH	whenever|EMPH	1
around	happen.so[3sbj.stv]	around|happen.so[3sbj.stv]	1
happen.so[3sbj.stv]	PROG	happen.so[3sbj.stv]|PROG	1
INCH	set.snares	INCH|set.snares	1
3SBJ.INDF[NMLZ]	PROG	3SBJ.INDF[NMLZ]|PROG	1
INCH	set.snares[nmlz].	INCH|set.snares[nmlz].	1
around	cook[3sbj.pass].	around|cook[3sbj.pass].	1
cook[3sbj.pass].	PROG	cook[3sbj.pass].|PROG	1
then	fasten	then|fasten	1
think[nmlz]	CESS	think[nmlz]|CESS	8
gather.up[3sbj.def].	then	gather.up[3sbj.def].|then	1
then	put.by.fire.between.sticks	then|put.by.fire.between.sticks	1
INCH	cook[3sbj.pass]	INCH|cook[3sbj.pass]	2
both.sides	cook[3sbj.def].	both.sides|cook[3sbj.def].	1
PROG	soot	PROG|soot	1
soot	NEG.EMPH	soot|NEG.EMPH	1
PROG	stick.to	PROG|stick.to	2
PROG	coals	PROG|coals	1
coals	NEG.EMPH	coals|NEG.EMPH	1
very	happen.so[3sbj.stv]	very|happen.so[3sbj.stv]	1
PROG	cut	PROG|cut	1
fins	PROG	fins|PROG	1
EMPH	fins.	EMPH|fins.	1
white.man	FUT	white.man|FUT	1
FUT	steal	FUT|steal	1
PROB	taste	PROB|taste	1
be.so[3sbj.stv].	PROG	be.so[3sbj.stv].|PROG	1
PROG	be.long.time	PROG|be.long.time	2
around	care.for	around|care.for	1
acorns	INCH	acorns|INCH	1
INCH	eat.along.with.something	INCH|eat.along.with.something	1
first	scorch	first|scorch	1
then	PROG	then|PROG	1
PROG	be.much	PROG|be.much	1
PROG	burn.only	PROG|burn.only	1
PL	go.up	PL|go.up	5
DEF	INCH	DEF|INCH	9
whole	EMPH	whole|EMPH	1
PL	pull<nmlz.p>apart.	PL|pull<nmlz.p>apart.	1
PL	make<nmlz.p>flat	PL|make<nmlz.p>flat	1
brains	then	brains|then	1
PL	EMP	PL|EMP	1
ADVS	NEG.EMPH	ADVS|NEG.EMPH	3
NEG.EMPH	dry	NEG.EMPH|dry	1
first	eat<nmlz>.	first|eat<nmlz>.	1
REP	PL	REP|PL	1
PL	make.flat	PL|make.flat	1
very	dry<nmlz.p>	very|dry<nmlz.p>	1
very	cook[3sbj.def]	very|cook[3sbj.def]	1
cook[3sbj.def]	PL	cook[3sbj.def]|PL	1
INCH	taste[3sbj.def].	INCH|taste[3sbj.def].	1
AFF	PROB	AFF|PROB	2
PROB	spoil[3sbj.stv].	PROB|spoil[3sbj.stv].	1
well	around	well|around	1
around	EMPH	around|EMPH	1
very	scorch	very|scorch	1
3SBJ.DEF.	some	3SBJ.DEF.|some	1
some	women	some|women	1
food	very	food|very	1
very	good	very|good	1
PL	be.inside[3sbj.stv].	PL|be.inside[3sbj.stv].	1
be.inside[3sbj.stv].	CESS	be.inside[3sbj.stv].|CESS	1
fire	ITER	fire|ITER	1
ITER	fire.go.out[2sbj.hort]	ITER|fire.go.out[2sbj.hort]	1
INCH	mash	INCH|mash	1
very	be.fine	very|be.fine	1
also	ITER	also|ITER	2
ITER	different.way	ITER|different.way	1
very	dry<nmlz.p>.	very|dry<nmlz.p>.	2
PL	eat.along.with.something	PL|eat.along.with.something	1
very	PFV	very|PFV	1
PFV	pick.teeth	PFV|pick.teeth	1
PROG	be.soft	PROG|be.soft	1
PROG	now	PROG|now	1
eels	INCH	eels|INCH	1
INCH	dry<nmlz.p>	INCH|dry<nmlz.p>	1
not.much	catch	not.much|catch	1
suddenly	gather.many	suddenly|gather.many	1
suddenly	NEG.EMPH	suddenly|NEG.EMPH	1
then	bury	then|bury	1
cl.days	FUT	cl.days|FUT	10
FUT	bury	FUT|bury	1
3SBJ.INDF.	first	3SBJ.INDF.|first	1
first	cut.lengthwise	first|cut.lengthwise	1
then	backbone	then|backbone	1
backbone	NEG.EMPH	backbone|NEG.EMPH	1
NEG.EMPH	pull.out	NEG.EMPH|pull.out	1
next.day	then	next.day|then	1
INCH	score	INCH|score	1
3SBJ.IMPL.	ITER	3SBJ.IMPL.|ITER	2
REP	cut.lengthwise	REP|cut.lengthwise	1
very	wash	very|wash	1
NMLZ.P.	very	NMLZ.P.|very	2
mud	PROG	mud|PROG	1
PROG	stick.to[3sbj.def]	PROG|stick.to[3sbj.def]	1
PL	put.up	PL|put.up	1
EMPH	first	EMPH|first	1
first	all	first|all	1
INCH	bring.in	INCH|bring.in	1
smoke	INCH	smoke|INCH	1
EMPH	alder.wood	EMPH|alder.wood	1
alder.wood	ITER	alder.wood|ITER	1
FUT	do	FUT|do	1
FUT	dry<nmlz.p>	FUT|dry<nmlz.p>	6
FUT	dry<nmlz.p>.	FUT|dry<nmlz.p>.	1
INCH	hang.by.tail[3sbj.def]	INCH|hang.by.tail[3sbj.def]	1
hang.by.tail[3sbj.def]	INCH	hang.by.tail[3sbj.def]|INCH	1
INCH	hang.by.tail[3sbj.def].	INCH|hang.by.tail[3sbj.def].	1
very	be.a.lot	very|be.a.lot	1
3SBJ.IMPL	NEG.EMPH	3SBJ.IMPL|NEG.EMPH	1
smoke	PROG	smoke|PROG	2
think[nmlz.p]	CESS	think[nmlz.p]|CESS	1
CESS	flies	CESS|flies	1
flies	3NEG	flies|3NEG	1
3NEG	then	3NEG|then	1
EMPH	surf.fish	EMPH|surf.fish	1
surf.fish	PROG	surf.fish|PROG	1
drying.frame	PROG	drying.frame|PROG	1
PROG	make<nmlz.p>	PROG|make<nmlz.p>	5
PL	split.pieces	PL|split.pieces	1
drying.frame	then	drying.frame|then	1
then	go.up	then|go.up	1
fire	then	fire|then	1
CESS	go.up	CESS|go.up	1
nicely	PL	nicely|PL	1
PL	straighten	PL|straighten	2
PROB	be.crooked	PROB|be.crooked	1
alder.wood	then	alder.wood|then	2
INST.IMPL[NMLZ]	NEG.EMPH	INST.IMPL[NMLZ]|NEG.EMPH	1
NEG.EMPH	be.large	NEG.EMPH|be.large	1
PROB	be.cooked[3sbj.stv].	PROB|be.cooked[3sbj.stv].	1
PL	dry<nmlz.p>	PL|dry<nmlz.p>	1
FUT	dry<nmlz>	FUT|dry<nmlz>	1
then	be.so[3sbj.stv].	then|be.so[3sbj.stv].	1
PROG	care.for	PROG|care.for	1
long.ago	NEG.EMPH	long.ago|NEG.EMPH	1
PROG	cook[3sbj.pass].	PROG|cook[3sbj.pass].	1
stick	PROG	stick|PROG	2
PROG	put.by.fire.between.two.sticks	PROG|put.by.fire.between.two.sticks	1
INST.IMPL[NMLZ]	PROG	INST.IMPL[NMLZ]|PROG	1
EMPH	coal	EMPH|coal	1
good	very	good|very	3
very	taste.so[3sbj.stv]	very|taste.so[3sbj.stv]	1
INCH	move.to.the.side	INCH|move.to.the.side	1
PL	cook[3sbj.pass]	PL|cook[3sbj.pass]	1
PROG	cut.into.narrow.strips	PROG|cut.into.narrow.strips	1
PROB	get.at	PROB|get.at	1
CESS	sunshine	CESS|sunshine	1
PROB	get.on	PROB|get.on	1
EMPH	smoke	EMPH|smoke	1
PROB	bother	PROB|bother	1
3SBJ.DEF	PROB	3SBJ.DEF|PROB	1
PROB	eat.up	PROB|eat.up	1
PL	make.holes	PL|make.holes	1
smoke	EMPH	smoke|EMPH	1
be.so[3sbj.stv]	NEG.EMPH	be.so[3sbj.stv]|NEG.EMPH	1
acorn	PROG	acorn|PROG	1
first	pound	first|pound	1
mother	PROG	mother|PROG	1
PROG	leach[1sbj].	PROG|leach[1sbj].	1
taste.so[3sbj.stv]	PROG	taste.so[3sbj.stv]|PROG	1
CESS	enough	CESS|enough	1
enough	taste.so[3sbj.stv].	enough|taste.so[3sbj.stv].	1
EMPH	some	EMPH|some	1
some	leave	some|leave	1
DEM.DIST	ITER	DEM.DIST|ITER	1
rabbit.skin.	EMPH	rabbit.skin.|EMPH	1
basketry.cap	PROG	basketry.cap|PROG	2
PROG	measure	PROG|measure	2
acorn.	PROG	acorn.|PROG	1
INCH	be.fine.grained	INCH|be.fine.grained	2
INCH	gather.to.center	INCH|gather.to.center	1
think[nmlz.p]	EMPH	think[nmlz.p]|EMPH	1
EMPH	be.one	EMPH|be.one	1
then	for.a.while	then|for.a.while	1
ITER	rest	ITER|rest	1
DIM	then	DIM|then	1
PROG	lay.down	PROG|lay.down	1
DIM	INCH	DIM|INCH	1
INST.IMPL[3SBJ.PASS].	then	INST.IMPL[3SBJ.PASS].|then	1
INCH	shake.up.and.down	INCH|shake.up.and.down	5
LOC	INCH	LOC|INCH	1
REP	pound	REP|pound	2
3SBJ<NMLZ.P>IMPL.	ITER	3SBJ<NMLZ.P>IMPL.|ITER	1
REP	INCH	REP|INCH	1
3SBJ.IMPL.	then	3SBJ.IMPL.|then	2
AFF	all	AFF|all	1
all	put.together	all|put.together	1
seem.so[3sbj.stv]	already	seem.so[3sbj.stv]|already	1
3SBJ.INDF	then	3SBJ.INDF|then	1
enough	be.so[3sbj.stv]	enough|be.so[3sbj.stv]	1
INCH	leach	INCH|leach	1
AFF	OPT	AFF|OPT	2
OPT	eat[3sbj]	OPT|eat[3sbj]	1
eat[3sbj]	INCH	eat[3sbj]|INCH	1
3SBJ<NMLZ.P>IMPL.	INCH	3SBJ<NMLZ.P>IMPL.|INCH	1
INCH	pull.to.edge	INCH|pull.to.edge	1
acorn	already	acorn|already	1
enough	taste.so[3sbj.stv]	enough|taste.so[3sbj.stv]	1
rock	INCH	rock|INCH	1
INCH	stir	INCH|stir	4
INCH	cook[3sbj.pass].	INCH|cook[3sbj.pass].	3
then	set.aside	then|set.aside	1
then	be.warm	then|be.warm	1
3SBJ<NMLZ.P>IMPL	PROG	3SBJ<NMLZ.P>IMPL|PROG	2
INST.IMPL[3SBJ.DEF]	1NEG	INST.IMPL[3SBJ.DEF]|1NEG	1
3OBJ[1SBJ].	some	3OBJ[1SBJ].|some	1
around	name.	around|name.	1
PROG	peel<nmlz.p>	PROG|peel<nmlz.p>	1
then	eat<nmlz.p>.	then|eat<nmlz.p>.	1
ADVS	some	ADVS|some	1
taste[3sbj.stv]	very	taste[3sbj.stv]|very	1
very	sour	very|sour	1
taste[3sbj.stv]	FUT	taste[3sbj.stv]|FUT	1
good	PST	good|PST	2
mouth	FUT	mouth|FUT	1
FUT	very	FUT|very	1
PROG	be.sharp	PROG|be.sharp	1
INCH	dig	INCH|dig	1
pack.basket	around	pack.basket|around	1
PROG	be.inside[3sbj.stv].	PROG|be.inside[3sbj.stv].	1
be.inside[3sbj.stv].	PROG	be.inside[3sbj.stv].|PROG	1
nicely	then	nicely|then	1
INCH	fix	INCH|fix	1
3SBJ.IMPL.	very	3SBJ.IMPL.|very	2
very	be.very.hot[3sbj.stv]	very|be.very.hot[3sbj.stv]	1
cl.round	then	cl.round|then	1
then	nicely	then|nicely	1
CESS	fix	CESS|fix	1
INCH	lay.down	INCH|lay.down	1
ITER	cover.up	ITER|cover.up	1
EMPH	leaf.	EMPH|leaf.	1
very	taste.so[3sbj.stv].	very|taste.so[3sbj.stv].	1
taste.so[3sbj.stv].	INCH	taste.so[3sbj.stv].|INCH	1
3SBJ.IMPL	then	3SBJ.IMPL|then	4
then	be.long.time	then|be.long.time	1
then	move.away	then|move.away	1
CESS	cook[3sbj.pass].	CESS|cook[3sbj.pass].	1
INCH	make.flat	INCH|make.flat	2
PROG	be.so[3sbj.stv].	PROG|be.so[3sbj.stv].	1
PST	eat[1sbj].	PST|eat[1sbj].	1
here.and.there	have.runners	here.and.there|have.runners	1
3SBJ.DEF	here.and.there	3SBJ.DEF|here.and.there	1
like	PL	like|PL	1
cl.round.small[3sbj.stv].	PROG	cl.round.small[3sbj.stv].|PROG	1
be.so[3sbj.stv]	PROG	be.so[3sbj.stv]|PROG	1
PL	be.flat	PL|be.flat	1
INCH	cook[3sbj.def]	INCH|cook[3sbj.def]	1
coals	PROG	coals|PROG	1
PL	be.inside	PL|be.inside	1
loosely.woven.plate.basket	PROB	loosely.woven.plate.basket|PROB	1
PROB	burn.through[3sbj.pass].	PROB|burn.through[3sbj.pass].	1
burn.through[3sbj.pass].	INCH	burn.through[3sbj.pass].|INCH	1
cook[3sbj.pass]	INCH	cook[3sbj.pass]|INCH	1
INCH	finally	INCH|finally	1
NMLZ.INF.	around	NMLZ.INF.|around	1
go[1sbj]	1NEG	go[1sbj]|1NEG	1
1NEG	wear	1NEG|wear	1
3POSS	OPT	3POSS|OPT	2
3PL	OPT	3PL|OPT	1
OPT	know	OPT|know	3
boat.	PST	boat.|PST	1
horn	PROG	horn|PROG	1
INCH	hollow.out	INCH|hollow.out	1
INST.IMPL[3SBJ]	1NEG	INST.IMPL[3SBJ]|1NEG	1
EMPH	be.face	EMPH|be.face	1
on.that.side	both.sides	on.that.side|both.sides	1
both.sides	knob	both.sides|knob	1
EMPH	make	EMPH|make	1
DEF	PROG	DEF|PROG	1
OPT	pole	OPT|pole	1
oars	PROG	oars|PROG	1
very	look<3sbj.stv>so	very|look<3sbj.stv>so	1
boat	NEG.EMPH	boat|NEG.EMPH	1
NEG.EMPH	paint	NEG.EMPH|paint	1
hazel.brush	first	hazel.brush|first	1
first	be.wet	first|be.wet	1
first	1POSS	first|1POSS	1
INCH	put.on.sticks[1sbj]	INCH|put.on.sticks[1sbj]	1
bottom.knot	already	bottom.knot|already	1
CESS	NMLZ.INF.	CESS|NMLZ.INF.	1
NMLZ.INF.	3NEG	NMLZ.INF.|3NEG	1
EMPH	flat	EMPH|flat	1
then	turn.up	then|turn.up	1
3SBJ<NMLZ.P>IMPL.	PST	3SBJ<NMLZ.P>IMPL.|PST	1
ITER	put.on.sticks[1sbj]	ITER|put.on.sticks[1sbj]	1
EMPH	AUG	EMPH|AUG	2
INCH	decorate	INCH|decorate	1
