word_1	word_2	biword	frequency
INCH	cook[1sbj].	INCH|cook[1sbj].	2
cook[1sbj].	PST	cook[1sbj].|PST	2
PL	feast	PL|feast	2
children.	PST	children.|PST	1
all	out	all|out	4
INCH	PROG	INCH|PROG	3
PROG	play[3sbj].	PROG|play[3sbj].	1
be.in.middle	at.end.of	be.in.middle|at.end.of	1
at.end.of	LOC[NMLZ]	at.end.of|LOC[NMLZ]	1
ITER	feast[3sbj].	ITER|feast[3sbj].	1
3SBJ.DEF.	around	3SBJ.DEF.|around	9
3NEG	happen[3sbj]	3NEG|happen[3sbj]	1
around	on.arrival	around|on.arrival	2
on.arrival	talk.to	on.arrival|talk.to	2
inside	PROG	inside|PROG	1
come	EMPH	come|EMPH	1
EMPH	for.nothing	EMPH|for.nothing	4
for.nothing	go[3sbj].	for.nothing|go[3sbj].	1
go[3sbj].	INCH	go[3sbj].|INCH	1
already	treat.so	already|treat.so	2
PROG	know	PROG|know	4
2SBJ<N.IND>SBJV.	PROG	2SBJ<N.IND>SBJV.|PROG	1
PROG	burn	PROG|burn	2
almost	starve[1pl.sbj].	almost|starve[1pl.sbj].	1
starve[1pl.sbj].	2NEG	starve[1pl.sbj].|2NEG	1
2NEG	be.ashamed	2NEG|be.ashamed	2
ITER	so	ITER|so	6
go<2sbj.imp>.	PROG	go<2sbj.imp>.|PROG	1
PROG	be.black	PROG|be.black	1
PROG	talk	PROG|talk	2
pleiades	3NEG	pleiades|3NEG	1
PST	DIST	PST|DIST	1
INCH	be.so[3sbj].	INCH|be.so[3sbj].	1
TH.PASS[3SBJ]	PST	TH.PASS[3SBJ]|PST	1
PST	urinate	PST|urinate	1
all	put.out.fire	all|put.out.fire	1
then	enter	then|enter	1
go.to	tie.in.knots	go.to|tie.in.knots	1
everything	CESS	everything|CESS	1
CESS	NMLZ.INF	CESS|NMLZ.INF	1
PFV	on.arrival	PFV|on.arrival	1
on.arrival	fetch	on.arrival|fetch	1
all	know	all|know	1
PFV	fetch	PFV|fetch	4
3SBJ.PASS.	in.vain	3SBJ.PASS.|in.vain	1
in.vain	go.in	in.vain|go.in	1
3POSS	PFV	3POSS|PFV	2
PFV	tie.in.knots	PFV|tie.in.knots	1
PST	some	PST|some	1
some	out	some|out	1
go[3sbj].	around	go[3sbj].|around	1
around	DEM.DIST	around|DEM.DIST	1
DEM.DIST	INCH	DEM.DIST|INCH	5
canoe	on.arrival	canoe|on.arrival	1
on.arrival	go.down	on.arrival|go.down	1
INCH	go.in.canoe[3sbj].	INCH|go.in.canoe[3sbj].	7
go.in.canoe[3sbj].	3NEG	go.in.canoe[3sbj].|3NEG	2
cl.liquid[3sbj].	ITER	cl.liquid[3sbj].|ITER	1
go.to	go.in.canoe[3sbj].	go.to|go.in.canoe[3sbj].	1
3SBJ.PASS.	ITER	3SBJ.PASS.|ITER	1
go.in.canoe[3sbj].	ITER	go.in.canoe[3sbj].|ITER	3
ITER	go.into	ITER|go.into	4
NMLZ.P.	ITER	NMLZ.P.|ITER	1
be.born[nmlz]	3NEG	be.born[nmlz]|3NEG	1
be.so[3sbj].	PL	be.so[3sbj].|PL	1
PL	have.fur	PL|have.fur	1
CONT	way.up	CONT|way.up	1
way.up	be.above	way.up|be.above	2
go.to	happen[3sbj].	go.to|happen[3sbj].	1
INCH	weave<emp>baskets	INCH|weave<emp>baskets	1
any.one	3NEG	any.one|3NEG	1
PST	be.long.time	PST|be.long.time	3
CESS	make	CESS|make	1
PST	get.into	PST|get.into	1
INCH	be.tossed<emp>by.waves	INCH|be.tossed<emp>by.waves	1
suddenly	no.longer	suddenly|no.longer	1
EMPH	float	EMPH|float	1
at.side.of.fire	by.hand[3sbj].	at.side.of.fire|by.hand[3sbj].	1
PST	no.longer	PST|no.longer	1
bird	PST	bird|PST	1
on.arrival	call.someone.kin	on.arrival|call.someone.kin	1
3NEG	appear.right	3NEG|appear.right	1
ITER	talk.to	ITER|talk.to	2
3POSS.	3NEG	3POSS.|3NEG	2
around	talk.to	around|talk.to	1
INT?	PST	INT?|PST	1
PST	laugh.aloud	PST|laugh.aloud	2
INCH	have.thoughts	INCH|have.thoughts	1
INDF	3NEG	INDF|3NEG	1
INCH	be.pregnant	INCH|be.pregnant	1
person	PROG	person|PROG	1
INCH	be.born[3sbj].	INCH|be.born[3sbj].	1
be.so[3sbj]	INCH	be.so[3sbj]|INCH	1
INCH	use	INCH|use	4
PST	be.so.	PST|be.so.	1
be.so.	way.up	be.so.|way.up	1
ITER	man.marry	ITER|man.marry	1
be.so[3sbj]	3NEG	be.so[3sbj]|3NEG	1
hither	already	hither|already	1
already	EMP	already|EMP	2
around	1POSS	around|1POSS	2
1POSS	PROG	1POSS|PROG	5
OPT	cook	OPT|cook	1
be.good	very	be.good|very	1
very	taste[3sbj].	very|taste[3sbj].	1
2NEG	prepare	2NEG|prepare	1
NEG[3SBJ]?	around	NEG[3SBJ]?|around	1
around	pound[2sbj.imp]	around|pound[2sbj.imp]	1
3SBJ.STV.	1NEG	3SBJ.STV.|1NEG	1
1NEG	EMPH	1NEG|EMPH	1
EMPH	eat	EMPH|eat	1
go.to	eat[1sbj]	go.to|eat[1sbj]	1
3SBJ.STV[NMLZ]	INCH	3SBJ.STV[NMLZ]|INCH	1
INCH	dance	INCH|dance	15
go.to	listen.to[1sbj]	go.to|listen.to[1sbj]	1
happen.so[3sbj].	EMPH	happen.so[3sbj].|EMPH	1
INCH	get.power[3sbj].	INCH|get.power[3sbj].	1
suddenly	do	suddenly|do	1
eagle	go.to	eagle|go.to	1
PST	tell.news	PST|tell.news	1
PROG	dance	PROG|dance	10
on.arrival	be.one	on.arrival|be.one	1
PROG	abuse	PROG|abuse	1
around	go.about	around|go.about	1
AFF.	all	AFF.|all	1
all	come.from	all|come.from	1
children	PL	children|PL	1
1SBJ.SBJV.	go.to	1SBJ.SBJV.|go.to	1
3NEG	PL	3NEG|PL	1
PL	see	PL|see	1
all.right.	PST	all.right.|PST	3
way.up	west	way.up|west	3
be.long.time	3NEG	be.long.time|3NEG	1
3NEG	stay[3sbj].	3NEG|stay[3sbj].	1
PL	do.to	PL|do.to	1
2SBJ.SBJV?	PL	2SBJ.SBJV?|PL	1
PL	INCH	PL|INCH	1
INCH	stay[3sbj]	INCH|stay[3sbj]	1
around	CESS	around|CESS	2
POSS	tell.news	POSS|tell.news	1
PST	dissolve	PST|dissolve	1
1SBJ.SBJV.	INCH	1SBJ.SBJV.|INCH	2
INCH	sing	INCH|sing	17
ITER	start.off[1sbj]	ITER|start.off[1sbj]	1
go[1sbj].	INCH	go[1sbj].|INCH	2
INCH	go.with	INCH|go.with	1
3SBJ.DEF.	way.up	3SBJ.DEF.|way.up	2
way.up	west.	way.up|west.	1
west.	PST	west.|PST	1
go.to	be.daylight[1sbj]	go.to|be.daylight[1sbj]	1
EMPH	await	EMPH|await	1
ITER	come[1sbj].	ITER|come[1sbj].	1
come[1sbj].	3NEG	come[1sbj].|3NEG	1
3NEG	chase	3NEG|chase	1
ITER	await	ITER|await	1
PST	fly	PST|fly	1
june.bug	PROG	june.bug|PROG	1
PROG	gather	PROG|gather	3
PL	eat	PL|eat	1
3SBJ.DEF.	PFV	3SBJ.DEF.|PFV	2
PFV	be.while	PFV|be.while	2
SUB	go.to	SUB|go.to	1
go.to	then	go.to|then	2
no.longer	be.far	no.longer|be.far	1
be.far	NEG.EMPH	be.far|NEG.EMPH	1
NEG.EMPH	go	NEG.EMPH|go	1
DEM.PROX	CESS	DEM.PROX|CESS	1
CESS	EMP	CESS|EMP	3
1NEG.	PST	1NEG.|PST	1
EMP	beside	EMP|beside	2
beside	lay.down[3sbj].	beside|lay.down[3sbj].	1
INCH	sleep	INCH|sleep	1
INCH	snore	INCH|snore	1
around	arm	around|arm	1
3SBJ<TH.STV>IMPL.	PST	3SBJ<TH.STV>IMPL.|PST	1
on.arrival	place	on.arrival|place	1
PST	arm	PST|arm	1
ITER	start.off	ITER|start.off	3
abalone.	INCH	abalone.|INCH	1
all	look.down	all|look.down	1
PROG	look.up	PROG|look.up	1
PROG	be.white	PROG|be.white	1
PST	be.dark	PST|be.dark	2
go.to	lie	go.to|lie	1
2SBJ.IMP.	PST	2SBJ.IMP.|PST	1
same.way	sit	same.way|sit	1
INCH	see	INCH|see	5
something	relating.to	something|relating.to	1
INCH	PL	INCH|PL	20
PL	relating.to	PL|relating.to	1
relating.to	converse	relating.to|converse	1
INCH	weave.baskets	INCH|weave.baskets	2
3NEG	EMPH	3NEG|EMPH	4
EMPH	sleep	EMPH|sleep	1
when	INCH	when|INCH	2
INCH	be.light	INCH|be.light	3
PROG	bathe	PROG|bathe	1
no.longer	hear.person	no.longer|hear.person	1
pretty.soon	PST	pretty.soon|PST	1
3POSS	3NEG	3POSS|3NEG	1
3NEG	come.to.surface	3NEG|come.to.surface	1
3SBJ.STV.	suddenly	3SBJ.STV.|suddenly	1
suddenly	see	suddenly|see	4
PST	come.to.surface	PST|come.to.surface	1
3SBJ.INDF.	no.longer	3SBJ.INDF.|no.longer	1
ITER	stay	ITER|stay	1
land	3NEG	land|3NEG	1
3NEG	in.vain	3NEG|in.vain	1
in.vain	ITER	in.vain|ITER	11
tracks	PST	tracks|PST	1
EMPH	be.two	EMPH|be.two	1
stay[3sbj].	suddenly	stay[3sbj].|suddenly	1
go.in	at.end.of	go.in|at.end.of	2
at.end.of	face	at.end.of|face	2
PST	talk.to	PST|talk.to	1
abalone	EMPH	abalone|EMPH	1
EMPH	come	EMPH|come	3
3NEG	out	3NEG|out	2
3SBJ.DEF.	1NEG	3SBJ.DEF.|1NEG	3
1NEG	want	1NEG|want	2
1NEG	like	1NEG|like	2
1SBJ.SBJV.	ITER	1SBJ.SBJV.|ITER	1
go.to	on.the.move	go.to|on.the.move	1
on.the.move	go.to	on.the.move|go.to	1
from.behind	overtake	from.behind|overtake	1
be.good	ITER	be.good|ITER	1
2NEG	treat	2NEG|treat	1
2NEG	PFV	2NEG|PFV	1
PFV	visit	PFV|visit	1
ITER	turn.back	ITER|turn.back	3
CONT	PST	CONT|PST	3
then	cry	then|cry	1
patrick.point[loc]	PROG	patrick.point[loc]|PROG	1
PROG	wash	PROG|wash	2
stay[3sbj].	ITER	stay[3sbj].|ITER	1
almost	on.the.point.of	almost|on.the.point.of	1
on.the.point.of	ITER	on.the.point.of|ITER	1
in.past	relating.to	in.past|relating.to	1
when	from.behind	when|from.behind	1
from.behind	so	from.behind|so	1
around	tell.news	around|tell.news	1
already	appear	already|appear	1
3NEG	relating.to	3NEG|relating.to	5
relating.to	feel.content	relating.to|feel.content	1
3NEG	POSS	3NEG|POSS	1
POSS	travel	POSS|travel	1
PROG	place.where	PROG|place.where	1
place.where	NEG.EMPH	place.where|NEG.EMPH	1
NEG.EMPH	so	NEG.EMPH|so	2
woods	PROG	woods|PROG	1
on.arrival	narrate	on.arrival|narrate	2
elk	PFV	elk|PFV	1
PFV	kill	PFV|kill	1
3SBJ.DEF	OPT	3SBJ.DEF|OPT	5
OPT	ITER	OPT|ITER	1
go.to	kill	go.to|kill	1
PROH	say	PROH|say	2
NEG.	PROG	NEG.|PROG	2
suddenly	say	suddenly|say	1
1NEG	feel.content	1NEG|feel.content	2
be.old	AUG	be.old|AUG	1
AUG	young.man	AUG|young.man	1
young.man	PST	young.man|PST	2
all.right	go.to	all.right|go.to	1
FUT	go.down.into	FUT|go.down.into	1
PST	land	PST|land	1
way.up	CESS	way.up|CESS	1
ITER	go.down.in	ITER|go.down.in	1
down	all.night	down|all.night	1
all.night	TH.STV	all.night|TH.STV	1
3NEG	be.sufficient	3NEG|be.sufficient	1
3SBJ.INDF.	3NEG	3SBJ.INDF.|3NEG	4
CESS	sun	CESS|sun	1
wood	PST	wood|PST	1
INCH	enter	INCH|enter	1
3SBJ<TH.STV>PASS.	EMPH	3SBJ<TH.STV>PASS.|EMPH	1
EMPH	be.full	EMPH|be.full	1
INCH	go.up	INCH|go.up	2
3SBJ.INDF.	here.and.there	3SBJ.INDF.|here.and.there	1
here.and.there	move	here.and.there|move	1
ITER	be.full	ITER|be.full	1
3NEG	all	3NEG|all	4
all	go.in	all|go.in	1
PST	lie.down	PST|lie.down	4
in.corner.of.house.at.one.side	PROG	in.corner.of.house.at.one.side|PROG	1
PROG	make.noise	PROG|make.noise	1
NMLZ.A.	PROG	NMLZ.A.|PROG	1
PROG	twist.on.thight	PROG|twist.on.thight	1
PST	be.light	PST|be.light	1
CESS	CAUS	CESS|CAUS	1
PST	stay[3sbj].	PST|stay[3sbj].	1
go.to	lie.down	go.to|lie.down	1
lie.on.ground[1sbj].	PST	lie.on.ground[1sbj].|PST	1
PST	go.down.in	PST|go.down.in	1
3SBJ<TH.STV>PASS.	PST	3SBJ<TH.STV>PASS.|PST	1
PST	get.in	PST|get.in	1
PST	go.out	PST|go.out	1
EMP	around.a.point	EMP|around.a.point	1
around.a.point	go.in.canoe[3sbj].	around.a.point|go.in.canoe[3sbj].	1
NMLZ.INST.	PST	NMLZ.INST.|PST	1
net	PROG	net|PROG	1
INCH	fish	INCH|fish	1
PROG	upright	PROG|upright	4
upright	EMP	upright|EMP	8
PROG	go.in.canoe[3sbj].	PROG|go.in.canoe[3sbj].	12
go.in.canoe[3sbj].	PST	go.in.canoe[3sbj].|PST	2
DEM.DIST	upright	DEM.DIST|upright	1
3NEG	go.in	3NEG|go.in	3
ITER	put	ITER|put	3
3SBJ<TH.STV>PASS	PST	3SBJ<TH.STV>PASS|PST	1
PROG	go.in.canoe[3sbj]	PROG|go.in.canoe[3sbj]	4
go.in.canoe[3sbj]	PST	go.in.canoe[3sbj]|PST	1
ITER	upright	ITER|upright	9
king.salmon.	EMPH	king.salmon.|EMPH	1
3POSS	EMPH	3POSS|EMPH	2
EMPH	do	EMPH|do	1
here	go.to	here|go.to	1
around	at.last	around|at.last	1
ITER	go.up[3sbj].	ITER|go.up[3sbj].	1
3SBJ<NMLZ.P>STV.	EMPH	3SBJ<NMLZ.P>STV.|EMPH	1
3SBJ<NMLZ.P>STV	PST	3SBJ<NMLZ.P>STV|PST	2
PST	go.over	PST|go.over	2
go.in.canoe[3sbj].	PROG	go.in.canoe[3sbj].|PROG	1
ITER	float[3sbj]	ITER|float[3sbj]	1
NMLZ.A.	ITER	NMLZ.A.|ITER	1
king.salmon	PST	king.salmon|PST	1
frog	PST	frog|PST	1
3NEG	feel.content	3NEG|feel.content	2
go.to	visit	go.to|visit	2
3NEG	feel.like	3NEG|feel.like	1
what.int	relating.to	what.int|relating.to	3
PST	1POSS	PST|1POSS	1
ITER	come.to.life.again	ITER|come.to.life.again	1
DEM	1NEG	DEM|1NEG	4
1NEG	think	1NEG|think	2
3SBJ.STV.	PROG	3SBJ.STV.|PROG	6
be.so[3sbj].	3NEG	be.so[3sbj].|3NEG	1
go.to	speak.to	go.to|speak.to	1
AFF	ITER	AFF|ITER	16
ITER	come.back.to.life	ITER|come.back.to.life	2
1POSS	around	1POSS|around	1
around	be.unfortunate	around|be.unfortunate	1
be.good	no.longer	be.good|no.longer	2
no.longer	happen[3sbj].	no.longer|happen[3sbj].	1
3NEG	happen[3sbj].	3NEG|happen[3sbj].	1
around	happen.so[3sbj].	around|happen.so[3sbj].	1
southwest.young.man	PST	southwest.young.man|PST	3
OPT	down	OPT|down	2
NMLZ.A	EMPH	NMLZ.A|EMPH	1
be.empty[3sbj]	PST	be.empty[3sbj]|PST	1
PST	be.so	PST|be.so	1
1SBJ.SBJV?	OPT	1SBJ.SBJV?|OPT	1
OPT	eat[1sbj]	OPT|eat[1sbj]	1
how.int	PROG	how.int|PROG	1
PROB	POSS[3SBJ]?	PROB|POSS[3SBJ]?	1
steel.head	PST	steel.head|PST	1
fire	PST	fire|PST	11
PST	build.big.fire[3sbj.pass].	PST|build.big.fire[3sbj.pass].	1
AFF	first	AFF|first	2
first	roast	first|roast	1
at.side.of.fire	push.aside	at.side.of.fire|push.aside	4
ITER	cover.with.ashes	ITER|cover.with.ashes	2
ITER	build.fire	ITER|build.fire	3
3SBJ.PASS.	3NEG	3SBJ.PASS.|3NEG	1
PST	whistle	PST|whistle	1
DEM.DIST	way.up	DEM.DIST|way.up	2
ITER	at.side.of.fire	ITER|at.side.of.fire	1
ITER	put.down	ITER|put.down	4
3SBJ.STV.	ITER	3SBJ.STV.|ITER	1
ITER	cover.over	ITER|cover.over	1
PST	be.much	PST|be.much	2
3NEG	move	3NEG|move	3
ITER	whistle	ITER|whistle	1
DEM	almost	DEM|almost	1
almost	3NEG	almost|3NEG	1
3NEG	hear.noise	3NEG|hear.noise	1
EMP	at.side.of.fire	EMP|at.side.of.fire	1
all	go.to	all|go.to	3
go.to	be.unfortunate	go.to|be.unfortunate	1
person	INCH	person|INCH	1
INCH	be.hot	INCH|be.hot	1
PST	be<3sbj.stv>cool.	PST|be<3sbj.stv>cool.	1
go.to	sleep.soundly	go.to|sleep.soundly	1
NMLZ.P	PFV	NMLZ.P|PFV	1
PROG	lie.there	PROG|lie.there	1
3SBJ.STV.	INCH	3SBJ.STV.|INCH	2
all	eat.in.secret	all|eat.in.secret	2
then	urinate	then|urinate	1
long.way	PST	long.way|PST	1
PST	through.the.air	PST|through.the.air	1
through.the.air	stay	through.the.air|stay	1
no	1NEG	no|1NEG	1
1NEG	go	1NEG|go	1
happen[nmlz]	INCH	happen[nmlz]|INCH	1
PST	make	PST|make	2
3SBJ.DEF	PROH	3SBJ.DEF|PROH	1
ITER	visit	ITER|visit	3
2SBJ.HORT	around	2SBJ.HORT|around	1
no.	PST	no.|PST	1
INCH	study.over	INCH|study.over	1
around	go.along.with[1sbj].	around|go.along.with[1sbj].	1
visit[3sbj].	PST	visit[3sbj].|PST	1
PL	go.down	PL|go.down	1
3NEG	see.far	3NEG|see.far	1
PST	upright	PST|upright	2
be.like[nmlz].	PROG	be.like[nmlz].|PROG	1
upright	drift	upright|drift	3
cross	EMP	cross|EMP	7
INCH	dress	INCH|dress	1
PST	put.on.belt	PST|put.on.belt	1
PST	wrap	PST|wrap	1
tule.quiver.	PROG	tule.quiver.|PROG	1
go.in.canoe[3sbj]	ITER	go.in.canoe[3sbj]|ITER	1
be.so[3sbj].	ITER	be.so[3sbj].|ITER	1
be.like[3sbj].	PROG	be.like[3sbj].|PROG	1
all	go.ashore	all|go.ashore	1
canoe	PST	canoe|PST	1
PST	pull	PST|pull	1
on.arrival	hear	on.arrival|hear	1
at.end.of	almost	at.end.of|almost	1
almost	3SBJ.DEF	almost|3SBJ.DEF	1
girl.	CESS	girl.|CESS	1
CESS	3SBJ.STV.	CESS|3SBJ.STV.	1
UNK.	PST	UNK.|PST	1
go.to	through.air	go.to|through.air	1
INCH	go.in.canoe[3sbj]	INCH|go.in.canoe[3sbj]	1
go.in.canoe[3sbj]	on.arrival	go.in.canoe[3sbj]|on.arrival	1
go.to	when	go.to|when	1
around	jump.up	around|jump.up	1
PROG	be.light	PROG|be.light	1
FUT	fight	FUT|fight	1
PST	sing.war.song	PST|sing.war.song	1
PROG	EMPH	PROG|EMPH	12
3NEG	harm	3NEG|harm	1
3NEG	fight	3NEG|fight	1
ITER	be.so[3sbj].	ITER|be.so[3sbj].	1
no.longer	stay	no.longer|stay	3
go[3sbj].	PROG	go[3sbj].|PROG	1
on.arrival	dwell[1sbj].	on.arrival|dwell[1sbj].	1
dwell[1sbj].	INCH	dwell[1sbj].|INCH	1
fire	PROG	fire|PROG	3
on.arrival	make[1sbj]	on.arrival|make[1sbj]	1
NMLZ	PST	NMLZ|PST	1
fire.	PROG	fire.|PROG	1
PFV	EMP	PFV|EMP	3
3SBJ<NMLZ.P>STV	way.up	3SBJ<NMLZ.P>STV|way.up	1
hail	PROG	hail|PROG	1
PROG	pound[3sbj].	PROG|pound[3sbj].	1
suddenly	be.known	suddenly|be.known	1
TH.IMPL[3SBJ.PASS]	PROG	TH.IMPL[3SBJ.PASS]|PROG	2
PROG	sing	PROG|sing	6
only	around	only|around	1
around	go[3sbj]	around|go[3sbj]	1
DIM	around	DIM|around	1
around	hither	around|hither	1
hither	PROG	hither|PROG	1
PFV	DEM.PROX	PFV|DEM.PROX	1
when.nmlz	CESS	when.nmlz|CESS	1
CESS	already	CESS|already	2
INCH	travel[3sbj]	INCH|travel[3sbj]	1
go.to	go.west	go.to|go.west	1
crane	PST	crane|PST	1
shite.poke	PST	shite.poke|PST	1
around	trade	around|trade	1
crane.	PST	crane.|PST	1
here	PROG	here|PROG	2
PROG	travel	PROG|travel	1
PROG	dwell	PROG|dwell	1
cl.small.round[3sbj].	PST	cl.small.round[3sbj].|PST	1
PST	pound	PST|pound	2
EMP	3NEG	EMP|3NEG	1
PROG	be.so[3sbj]	PROG|be.so[3sbj]	1
PST	choke[3sbj]	PST|choke[3sbj]	1
PST	relating.to	PST|relating.to	2
relating.to	be.unfortunate	relating.to|be.unfortunate	1
PROH	out	PROH|out	3
go<n.ind>[2sbj.imp].	3NEG	go<n.ind>[2sbj.imp].|3NEG	1
PST	mean	PST|mean	1
PROG	out	PROG|out	6
PROG	please	PROG|please	1
please	EMPH	please|EMPH	1
EMPH	do[2sbj]	EMPH|do[2sbj]	1
do[2sbj]	PROH	do[2sbj]|PROH	1
in.vain	here.and.there	in.vain|here.and.there	3
here.and.there	look.around	here.and.there|look.around	1
dwell[nmlz].	PST	dwell[nmlz].|PST	1
what.int	PST	what.int|PST	1
around	hear.noise	around|hear.noise	1
near.	PROG	near.|PROG	1
PROG	DEM.DIST	PROG|DEM.DIST	1
PST	sit	PST|sit	3
way.up	SUB	way.up|SUB	1
ITER	look	ITER|look	2
fire.	PST	fire.|PST	2
PST	defeat	PST|defeat	1
some.time	CESS	some.time|CESS	1
CESS	ITER	CESS|ITER	1
ITER	carry	ITER|carry	3
INTS[NMLZ]	PST	INTS[NMLZ]|PST	1
ITER	gamble[1sbj]	ITER|gamble[1sbj]	1
PROG	do.so[3sbj]	PROG|do.so[3sbj]	1
PST	look.for	PST|look.for	1
again	PST	again|PST	1
valuables	EMPH	valuables|EMPH	1
EMPH	no.longer	EMPH|no.longer	5
CESS	be.long.time	CESS|be.long.time	1
NMLZ.INF	1NEG	NMLZ.INF|1NEG	1
today	PROG	today|PROG	1
on.that.side	go.to	on.that.side|go.to	1
PROG	speak.to	PROG|speak.to	1
EMPH	UNK	EMPH|UNK	2
PROG	hand.over	PROG|hand.over	1
3SBJ.	PST	3SBJ.|PST	1
2SBJ.IMP.	then	2SBJ.IMP.|then	1
then	early	then|early	1
fire.	ITER	fire.|ITER	1
all	ITER	all|ITER	1
fire	go.to	fire|go.to	2
ITER	look.for	ITER|look.for	5
dwell[3sbj].	ITER	dwell[3sbj].|ITER	1
INCH	be.daylight[nmlz]	INCH|be.daylight[nmlz]	2
PST	happen	PST|happen	2
all.night	PROG	all.night|PROG	1
PROG	stay[3sbj]	PROG|stay[3sbj]	1
around	bring.dim	around|bring.dim	1
3NEG	work	3NEG|work	2
PROG	like	PROG|like	1
girl[pl]	PST	girl[pl]|PST	2
1SBJ.PL	PST	1SBJ.PL|PST	1
PST	POSS	PST|POSS	1
POSS	way.up	POSS|way.up	1
go.to	take.ashore	go.to|take.ashore	1
PROG	around	PROG|around	7
INCH	go.by.water	INCH|go.by.water	1
west	around	west|around	1
around	go.west	around|go.west	1
CESS	stay	CESS|stay	1
ITER	return[3sbj]	ITER|return[3sbj]	1
ITER	land	ITER|land	3
3SBJ.DEF.	here.and.there	3SBJ.DEF.|here.and.there	2
here.and.there	look.about	here.and.there|look.about	1
here.and.there	look	here.and.there|look	1
around	look.at	around|look.at	1
something	PST	something|PST	2
3SBJ.DEF	very	3SBJ.DEF|very	5
DEM	REP	DEM|REP	1
REP	then	REP|then	1
then	see	then|see	1
on.arrival	go.up	on.arrival|go.up	1
2SBJ<N.IND>SBJV?	1NEG	2SBJ<N.IND>SBJV?|1NEG	1
2SBJ<N.IND>SBJV.	PST	2SBJ<N.IND>SBJV.|PST	1
go.to	listen.to[2sbj.imp]	go.to|listen.to[2sbj.imp]	1
dwell	INCH	dwell|INCH	1
3SBJ.INDF.	around	3SBJ.INDF.|around	2
FUT	ITER	FUT|ITER	4
ITER	send.away	ITER|send.away	1
sleepy.head	PST	sleepy.head|PST	4
INT	1NEG	INT|1NEG	2
1NEG	AFF	1NEG|AFF	2
travel[1sbj]?	PST	travel[1sbj]?|PST	1
travel[1sbj].	PST	travel[1sbj].|PST	1
PROG	AFF	PROG|AFF	7
come[3sbj].	EMPH	come[3sbj].|EMPH	1
EMPH	be.many	EMPH|be.many	1
go.to	be.long.time	go.to|be.long.time	2
PST	get.dark	PST|get.dark	1
INCH	sing.like.doctor	INCH|sing.like.doctor	2
NMLZ.INF.	INCH	NMLZ.INF.|INCH	5
1OBJ[1SBJ].	PST	1OBJ[1SBJ].|PST	1
AFF.	INCH	AFF.|INCH	3
INCH	think	INCH|think	1
PROG	act.as.doctor	PROG|act.as.doctor	1
in.past	around	in.past|around	1
already	find	already|find	1
INCH	give.present	INCH|give.present	2
PST	be.daylight[3sbj]	PST|be.daylight[3sbj]	1
all	hear.news	all|hear.news	1
PST	hear.news	PST|hear.news	1
on.arrival	upright	on.arrival|upright	6
PST	on.both.sides	PST|on.both.sides	2
FUT	3NEG	FUT|3NEG	1
3NEG	treat.person	3NEG|treat.person	1
girl	PROG	girl|PROG	4
PL	sit	PL|sit	3
PST	touch	PST|touch	2
rock	PROG	rock|PROG	1
coyote	go.to	coyote|go.to	1
go.to	witness.by.hearing	go.to|witness.by.hearing	1
animal	INCH	animal|INCH	1
wolf	PST	wolf|PST	5
already	sit	already|sit	5
1SBJ.	INCH	1SBJ.|INCH	2
around	encircle	around|encircle	1
at.last	INCH	at.last|INCH	4
INCH	very	INCH|very	2
very	happen[3sbj].	very|happen[3sbj].	1
3SBJ.DEF	already	3SBJ.DEF|already	3
around	be.long.time	around|be.long.time	1
fawn	at.last	fawn|at.last	1
at.last	very	at.last|very	1
very	happen[3sbj]	very|happen[3sbj]	1
at.last	be.small	at.last|be.small	1
coyote	at.last	coyote|at.last	1
at.last	3NEG	at.last|3NEG	1
3NEG	speak	3NEG|speak	4
oh.dear	OPT	oh.dear|OPT	1
OPT	eat[1sbj].	OPT|eat[1sbj].	1
how.int	in.vain	how.int|in.vain	1
think	PST	think|PST	1
PST	go.with	PST|go.with	2
2POSS	2NEG	2POSS|2NEG	2
2NEG	have.sense	2NEG|have.sense	2
anything	PST	anything|PST	1
PST	FUT	PST|FUT	1
FUT	say	FUT|say	1
1NEG	think[1sbj]	1NEG|think[1sbj]	1
animal	ITER	animal|ITER	1
INCH	go.out	INCH|go.out	1
fawn	PST	fawn|PST	1
ITER	get.into	ITER|get.into	1
panther	PST	panther|PST	4
panther	INCH	panther|INCH	1
PROH	be.large	PROH|be.large	1
NEG[2SBJ.IMP].	PST	NEG[2SBJ.IMP].|PST	1
PST	come.to.life.again	PST|come.to.life.again	1
1PL	ITER	1PL|ITER	2
be.sick	all.night	be.sick|all.night	1
all.night	happen[3sbj].	all.night|happen[3sbj].	1
PROG	do.so[1sbj.pl.hort].	PROG|do.so[1sbj.pl.hort].	1
no.longer	people	no.longer|people	1
PROG	do.so[1sbj.pl.hort]	PROG|do.so[1sbj.pl.hort]	1
INCH	roll.around.with.pain	INCH|roll.around.with.pain	1
INCH	butcher	INCH|butcher	1
bear	already	bear|already	1
already	3NEG	already|3NEG	2
around	come	around|come	1
bear	PST	bear|PST	3
bear	ITER	bear|ITER	1
3SBJ.DEF.	then	3SBJ.DEF.|then	3
then	separate	then|separate	1
from.behind	catch<3sbj.pass>.	from.behind|catch<3sbj.pass>.	1
catch<3sbj.pass>.	PST	catch<3sbj.pass>.|PST	1
basket	PROG	basket|PROG	2
PFV	go.up	PFV|go.up	2
stomach[1poss]	already	stomach[1poss]|already	1
